-0.009668049,-0.067558403,0.190936285
-0.005656785,-0.072158754,0.124805839
-0.002268099,-0.03643502,0.058222724
-0.005572429,-0.072734266,0.129674189
-0.001510481,-0.040384313,0.047957682
-0.003516515,-0.04038874,0.083163227
-0.003018331,-0.039565658,0.069407635
-0.000945716,-0.022256488,0.031303871
-0.001356138,-0.0260459,0.041733719
-0.00145411,-0.029644313,0.044397457
0.001135705,-0.00983211,-0.00706145
0.00025567,-0.0051842,0.004599557
-8.96E-06,-0.021444641,0.012259896
-0.001757063,-0.018016403,0.049297645
-0.001848105,-0.01176295,0.054394311
-0.001163295,-0.013277779,0.040256484
-0.000302356,-0.019694392,0.024387055
0.000567889,-0.018189024,-0.005344869
0.000388685,-0.017516506,-0.000482658
-0.001300745,-0.021157968,0.030731127
-0.000774674,-0.008655081,0.019444086
0.000922194,-0.027884315,-0.012426459
0.001950233,-0.033822993,-0.03013713
0.001728039,-0.009839972,-0.030648884
0.002939347,-0.031168781,-0.058298426
0.000253701,-0.051744675,0.000289821
0.001038057,-0.049974258,-0.017195827
-0.00021157,-0.056030057,0.00341428
-0.003422759,-0.037137053,0.06811311
-0.005907532,-0.047896115,0.120973479
0.000847806,0.006787092,-0.015314496
-0.001587118,0.048617381,0.028128631
-0.000403826,0.030079169,0.007394448
0.000330167,0.00427156,-0.007685343
0.000298894,0.018842502,-0.009824089
1.84E-05,-0.003752669,0.000761468
0.000524744,0.002916264,-0.005878685
0.001223011,0.06019138,-0.022438654
0.002165591,0.039740354,-0.033418296
0.001710124,0.015602526,-0.017472158
0.000506646,0.053253184,-0.00314035
0.002764429,0.016154383,-0.038185971
0.002302082,0.001512624,-0.028935472
0.005528829,0.011726097,-0.094678016
0.005730671,0.022840911,-0.102429698
0.006410011,0.042530749,-0.120011865
0.008881009,0.033719472,-0.165497157
-0.00569816,-0.050809139,0.110753456
-0.00591494,-0.041486395,0.117593384
-0.003156443,-0.043010974,0.07143791
-0.002299715,-0.022545947,0.058660709
-0.001725035,-0.029372854,0.048280816
-0.001370829,-0.01958093,0.031019869
-0.002950565,-0.020493572,0.06294488
-0.002375186,-0.022485884,0.05488252
-0.001745416,-0.018833032,0.048865392
-0.000766993,-0.013667502,0.027870921
-0.000500917,-0.018047036,0.01997618
0.0003531,-0.006864248,0.002998144
-0.000116902,-0.007563873,0.012569084
-0.000697515,-0.013768767,0.022021293
-0.00074455,-0.008587145,0.023269461
-0.000847071,-0.007892368,0.030931805
-0.000493757,-0.00929992,0.022474706
0.000140979,-0.009352371,0.009366432
0.000816716,-0.007262044,-0.011492887
0.000312507,-0.008243552,-0.002305124
-0.000491312,-0.016082397,0.010932194
-0.000562688,-0.006725087,0.008937653
0.000257206,-0.02400663,-0.004468545
0.000733938,-0.023776555,-0.013494134
0.000847822,-0.01800792,-0.014487123
0.001115895,-0.019971295,-0.025457152
0.002123776,-0.022113277,-0.042776899
0.000925499,-0.034064834,-0.016605472
0.000445899,-0.023882503,-0.009127591
-0.001249869,-0.024051969,0.029570876
-0.002300664,-0.027233216,0.050614299
5.74E-08,0.012028094,0.000610309
-0.000905451,0.024610301,0.01435826
7.75E-05,0.009581741,-0.001672341
0.000633317,0.006525668,-0.010570599
0.000273189,0.007372918,-0.005766159
0.000333121,-0.001703556,-0.009423388
0.000472674,-0.001022839,-0.009639961
0.001387695,0.026445639,-0.026165408
0.001062852,0.035576851,-0.01253514
0.002218845,0.006844397,-0.026145935
0.001817808,0.014883148,-0.022236804
0.002773628,0.011002904,-0.039832468
0.002108463,0.005302539,-0.023342133
0.004132532,0.00525782,-0.057919327
0.003774967,0.01562011,-0.053108498
0.00481393,0.028118448,-0.076584903
0.006392011,0.026718393,-0.108341873
0.007594855,0.027917324,-0.131766008
0.007949969,0.045191585,-0.143155892
0.007613061,0.03886512,-0.142122898
0.008625508,0.044197689,-0.162002232
0.006239969,0.016321791,-0.115802356
0.011476858,0.015006075,-0.219438039
0.015590336,0.050075225,-0.303008291
0.008382102,0.015741283,-0.154840844
0.005296204,0.006437177,-0.089644814
0.008488338,0.03923139,-0.158104604
0.002805451,0.033155206,-0.048379374
0.001105845,0.034155178,-0.015784404
0.003464412,0.040659869,-0.065217572
0.000843143,0.03237336,-0.015153974
0.003213889,0.037656413,-0.059730369
0.001831689,0.01536641,-0.033435206
0.003027138,0.012121084,-0.058546897
0.004977919,0.008592962,-0.09497598
0.004535045,0.013548742,-0.087929748
0.003857318,0.01507161,-0.071897976
0.001690322,-0.001987096,-0.024818203
0.002773412,-0.008822399,-0.042344098
0.002046177,-0.010684869,-0.023790665
0.002604803,-0.010397997,-0.034242315
0.002970858,-0.011973232,-0.039791316
0.002128542,-0.020810715,-0.025023678
0.00370043,-0.010580423,-0.055532678
0.005031631,-0.008783555,-0.076483908
0.003601579,-0.021122379,-0.049884907
-0.005348871,-0.029217456,0.09348156
-0.003957603,-0.026914512,0.062967858
-0.00296311,-0.023025257,0.059074065
-0.001524571,-0.016565463,0.033974481
-0.002215665,-0.016227833,0.047697526
-0.002021457,-0.009001788,0.0385538
-0.001979448,-0.009562133,0.040112352
-0.00178568,-0.006578979,0.038547109
-0.00103879,-0.008577787,0.028051847
-0.000964611,-0.008422117,0.028174238
3.50E-05,-0.005279746,0.008345461
0.000344123,-0.004680947,0.003090888
0.000108265,-0.00386469,0.005722768
-0.0001599,-0.005264806,0.0116795
6.86E-05,-0.006094644,0.009504978
-0.000116083,-0.00333842,0.008999362
5.79E-05,-0.003908752,0.008157665
0.000173098,-0.002912617,0.003261775
0.000374633,-0.00369716,-0.001699226
0.000917382,-0.001930516,-0.015542369
0.000203717,-0.004159728,-0.004546113
5.68E-05,-0.009379032,-0.004026636
-0.000118339,-0.005864927,-0.001479415
-2.25E-05,-0.013057177,-0.000378102
0.000640877,-0.011564028,-0.011939919
0.001314819,-0.009348949,-0.023333604
0.00136534,-0.005928724,-0.029843143
0.001772994,-0.008849514,-0.035721421
0.001011666,-0.018446825,-0.019878775
0.000831239,-0.004795093,-0.018855244
-0.000148051,-0.011574037,0.004453782
-0.000597191,-0.011786474,0.01016721
-0.000212286,0.009138322,0.004914006
8.51E-05,0.007128907,-0.001234989
0.000390092,0.006417828,-0.005836945
0.000541816,0.005685654,-0.008111351
0.000384318,0.002414136,-0.003936871
0.000781187,-0.00165528,-0.011881354
0.000487971,-0.001298873,-0.006938743
0.000701175,0.005274872,-0.006507059
1.10E-05,0.022284577,0.009784702
0.001746353,0.002992262,-0.019331844
0.00211929,0.007198554,-0.029615997
0.00230412,0.004165862,-0.027447549
0.001311202,0.005375169,-0.008223773
0.00232844,0.005429,-0.024412711
0.002554442,0.011325913,-0.031903871
0.003701153,0.02051084,-0.057717889
0.004628756,0.017515037,-0.075116756
0.005183155,0.017905141,-0.087293033
0.004808873,0.021122688,-0.083592002
0.004170812,0.019376399,-0.075622874
0.005064572,0.017089691,-0.093799531
0.004569065,0.010888658,-0.08695171
0.005100607,0.014732542,-0.093167694
0.006995186,0.016881635,-0.132467997
0.005089348,0.013770406,-0.095060662
0.003128898,0.00148404,-0.053983026
0.005232788,0.016018366,-0.095759498
0.001387824,0.012330008,-0.019540648
0.000563514,0.013737214,-0.006279598
0.001341426,0.015262585,-0.024845899
0.000727556,0.022610602,-0.014152432
0.003096008,0.013088551,-0.059223575
0.002776157,0.008476429,-0.053313551
0.002452076,0.002429733,-0.046587278
0.002899145,0.01174311,-0.054583584
0.002797805,0.006026194,-0.05391048
0.002340935,0.0144239,-0.042491343
0.00211247,0.00037941,-0.036765402
0.001681494,-0.006103278,-0.022804058
0.001597509,-0.003356936,-0.017519071
0.001749667,-0.000232634,-0.021550441
0.000904378,-0.004106709,-0.003700678
0.001070199,-0.0080576,-0.004372889
0.002708224,-0.007856225,-0.039275026
0.002579412,-0.007021222,-0.033415997
0.001892558,-0.01278807,-0.021878046
-0.000146653,0.000121032,0.021063389
0.000452515,-0.007928044,0.008003412
0.000157919,-0.014442009,0.018929449
-0.00062071,-0.003371602,0.034711817
0.000183854,0.009317794,0.014484741
0.000368485,0.008698553,0.005975849
0.000967784,-0.008742828,-0.008316065
0.001214197,0.0078358,-0.018063199
0.002008556,0.007274682,-0.035325917
-0.000275197,0.002826058,0.009069602
-0.001302345,0.008354674,0.027058377
0.00072491,0.023686012,-0.012862124
-0.000921189,0.002845493,0.013735291
-0.001767481,0.005235004,0.033863301
-0.000505912,0.002705851,0.006348516
-0.001652751,0.015721478,0.033410837
0.000621573,0.016906788,-0.01236038
-0.001126407,0.001159484,0.025253494
-0.001274302,-0.002252863,0.029003674
-0.122206132,1.813092399,2.579474172
-0.095145726,1.944052431,2.017824957
-0.07380172,1.818673354,1.577396223
-0.078858629,1.931387694,1.690983054
