1150.43,571.316
1191.66,571.809
1232.53,572.306
1273.02,572.808
1313.15,573.313
1352.92,573.823
1392.32,574.335
1431.37,574.851
1470.05,575.37
1508.39,575.892
1151.05,619.491
1192.31,619.749
1233.2,620.012
1273.73,620.28
1313.88,620.554
1353.68,620.832
1393.11,621.115
1432.18,621.403
1470.89,621.694
1509.25,621.99
1151.66,667.671
1192.96,667.693
1233.88,667.721
1274.43,667.756
1314.61,667.797
1354.43,667.844
1393.88,667.897
1432.98,667.956
1471.71,668.019
1510.09,668.089
1152.28,715.851
1193.6,715.637
1234.55,715.43
1275.12,715.231
1315.33,715.039
1355.17,714.855
1394.65,714.677
1433.77,714.506
1472.53,714.342
1510.93,714.184
1152.9,764.028
1194.24,763.577
1235.21,763.135
1275.81,762.702
1316.05,762.277
1355.91,761.861
1395.41,761.452
1434.55,761.052
1473.33,760.659
1511.76,760.274
1153.52,812.196
1194.88,811.509
1235.88,810.832
1276.5,810.164
1316.76,809.506
1356.64,808.857
1396.17,808.218
1435.33,807.587
1474.13,806.965
1512.57,806.353
1154.13,860.353
1195.52,859.429
1236.54,858.516
1277.18,857.614
1317.46,856.722
1357.37,855.841
1396.91,854.97
1436.09,854.109
1474.92,853.258
1513.38,852.418
1154.75,908.493
1196.16,907.332
1237.2,906.183
1277.86,905.046
1318.16,903.921
1358.09,902.807
1397.65,901.704
1436.85,900.613
1475.69,899.534
1514.18,898.465
1155.36,956.611
1196.79,955.214
1237.85,953.829
1278.54,952.457
1318.85,951.098
1358.8,949.752
1398.38,948.418
1437.6,947.096
1476.46,945.787
1514.96,944.491
1155.97,1004.7
1197.43,1003.07
1238.5,1001.45
1279.21,999.843
1319.54,998.25
1359.51,996.671
1399.1,995.106
1438.34,993.554
1477.22,992.016
1515.73,990.492
