882.078,600.24
918.992,597.498
956.589,595.68
994.688,592.88
1032.7,591.05
1070.35,588.27
1109.7,586.369
1148.91,583.486
1188.97,581.601
1228.42,578.724
883.866,646.091
920.838,643.779
958.353,642.393
995.804,640.081
1033.86,637.717
1072.42,635.312
1111.73,633.857
1150.97,631.405
1190.02,628.982
1230.44,626.477
885.042,692.057
921.737,690.182
959.218,688.25
997.513,686.289
1035.61,684.34
1074.28,682.373
1112.75,680.394
1151.99,678.377
1192,677.379
1232.61,675.305
886.883,737.976
923.773,736.516
961.341,735.042
999.54,733.526
1037.57,732
1076.2,729.458
1114.69,727.937
1153.91,726.367
1193.81,724.784
1233.58,723.193
887.608,784.92
925.529,782.909
963.065,781.834
1000.35,779.826
1039.35,778.712
1077.05,776.641
1116.52,775.509
1155.66,774.378
1195.62,772.198
1235.3,771.057
888.44,830.942
925.725,829.601
963.729,827.745
1001.95,827.101
1039.96,825.462
1078.69,823.804
1118.22,823.112
1157.43,821.428
1197.5,819.682
1237.25,818.977
888.399,877.019
926.787,875.806
965.272,874.603
1003.56,873.429
1041.6,872.208
1080.39,870.99
1118.88,869.74
1159.16,869.488
1198.2,868.202
1239.03,866.9
890.785,922.985
928.981,922.227
966.895,921.522
1004.22,920.773
1043.1,918.998
1081.94,918.214
1120.55,917.42
1159.85,916.59
1199.98,915.733
1240.79,914.868
893.045,969.026
929.865,968.76
967.598,967.466
1005.93,967.163
1043.99,966.784
1082.84,965.451
1122.43,965.088
1161.75,964.694
1201.84,963.276
1241.61,962.853
894.079,1015.11
931.768,1015.26
969.418,1014.41
1007.79,1013.57
1045.87,1013.65
1084.7,1012.74
1124.45,1012.83
1163.71,1011.84
1203.81,1011.91
1243.66,1010.88
